Timestamp,Plant_ID,Soil_Moisture,Ambient_Temperature,Soil_Temperature,Humidity,Light_Intensity,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Chlorophyll_Content,Electrochemical_Signal,Plant_Health_Status
54:53.4,1,0.787384164,-0.406533587,1.542248199,0.202815381,1.117124272,-1.656268592,1.312758796,1.541367584,0.388291703,-0.03947888,-0.325524469,0
54:53.4,1,0.085006526,0.732226607,-1.520975985,0.447376112,1.565809781,1.461325616,-1.134996798,-0.735316032,-0.221001127,-0.830168009,-0.598548867,1
54:53.4,1,1.442396677,-0.812283905,0.4769609,1.500178008,1.239605509,0.485611358,0.750764748,0.212407733,-1.648126532,-0.694960886,0.416867014,0
54:53.4,1,0.035672724,0.186290338,-0.678874398,0.87060602,1.2868489,0.292949933,-1.436341569,-0.299786513,-0.855912956,1.189988401,-0.901489025,2
54:53.4,1,-0.649829825,-0.279935375,-0.299031953,-1.037568305,-0.858240123,0.46115023,0.786622325,0.543645224,1.293497772,-0.484866696,-0.843285196,2
54:53.4,1,0.350488794,-1.630716327,0.721264451,0.603954426,1.455876039,1.512283657,-0.987302403,0.181387747,-1.688708289,0.55987026,-1.032235548,1
54:53.4,1,0.044290441,-0.458524872,1.634694157,-0.696453799,0.298148579,0.341551999,-0.106465735,-0.882313871,0.084691311,0.618746424,0.061652019,1
54:53.4,1,-0.072504819,1.571187491,-0.027797227,0.23141252,-1.37268852,0.610085167,-1.262152423,-0.899402761,-0.160512918,-0.71924455,0.679627935,1
54:53.4,1,-0.836211412,-0.162386984,-0.7203431,-1.182313946,1.027888881,-0.192407549,-0.623058453,-0.600877172,0.526158791,-0.005665987,-0.628666557,2
54:53.4,1,-0.950444255,-0.127853324,-1.453488434,0.46006448,-0.112489383,0.175851966,0.271705446,-1.232246695,-0.436522416,0.027264146,1.549869532,2
54:53.4,1,-0.103206614,-0.288960257,0.546431669,-0.411340385,-0.286178743,-0.88030933,0.085898788,-1.204591354,-1.270247963,-0.527591247,-0.72158444,1
54:53.4,1,0.014473463,0.086896503,0.245880199,1.497627714,0.484053663,1.28530106,0.114851647,0.058654833,-0.047598131,-0.169563959,1.214612694,1
54:53.4,1,1.482196058,-0.406625012,1.408744385,1.373379015,0.864029915,1.590718949,1.405028091,0.157524379,-1.046112647,-0.777127269,-0.131622558,0
54:53.4,1,-1.461986808,1.008274792,1.074058059,0.220064279,0.489666164,0.739529797,0.233601399,1.224964589,0.625346596,-0.350919346,-0.486464252,2
54:53.4,1,1.273556877,-1.694844327,-0.918816725,0.873450139,-1.303341756,0.407190338,1.661433442,-0.835509214,1.173766719,0.813769706,-0.582582093,0
54:53.4,1,0.209014808,0.121515813,0.81479711,-1.507781783,1.615788174,-1.691882906,-0.580052106,-0.558381725,-1.143510365,-1.225447256,1.71041612,1
54:53.4,1,-1.415129968,-0.985209058,-0.99104584,-0.02654562,1.677010129,0.747122593,1.39387656,-0.734379677,-0.535507937,1.261166421,-1.215613567,2
54:53.4,1,-0.534884766,-1.7398496,1.565002508,0.623464032,-0.720937521,1.501922338,-0.903040698,-1.716967342,0.358170696,-1.639367951,-1.426756063,1
54:53.4,1,-0.036868419,-1.628419459,1.435511507,-1.134601587,-0.074604154,-1.465846354,0.450123562,-0.084968203,0.555700947,-1.326740344,-0.386605805,1
54:53.4,1,-0.038512157,-0.039174396,-0.396831087,-0.463862929,-0.879107419,0.157482816,-0.554371412,0.593594711,-0.510333011,0.927547946,-0.776647129,1
54:53.4,1,0.401486892,0.510500424,-1.350393345,-0.771850939,-0.820389809,0.903343556,1.716521038,1.373805173,-0.724976386,-1.101030005,-1.011193309,1
54:53.4,1,1.241044621,0.174094005,0.538119519,-0.642574873,0.927182813,1.307527833,-1.5650796,1.516908211,-0.616739349,-0.888147646,-0.01383738,2
54:53.4,1,-0.226368238,0.80157809,-1.192950316,-0.040480689,0.859665772,-0.711814716,-0.713386124,1.161422356,0.302009807,-0.768327123,-0.659894254,1
54:53.4,1,-1.026377814,0.883211495,-1.359573247,1.596466561,-1.787343038,1.139667359,-1.055240919,0.327390882,-0.982272844,-0.407831781,-1.43625824,2
54:53.4,1,-1.333058629,1.71565947,-0.924053253,-1.228534816,1.385311671,-1.54316038,-1.075008591,-1.627510133,-0.901881312,-1.415491297,0.955849808,2
54:53.4,1,0.404335306,0.279214421,0.576108213,1.654171252,-0.626602791,-0.333009261,0.691008383,-0.614355179,1.072296575,0.374129623,1.382055706,1
54:53.4,1,-1.257927487,0.332466612,-0.155635798,0.936269661,-0.514905246,-0.174499465,-1.371627201,0.795318242,0.545260152,0.74526373,0.389479493,2
54:53.4,1,0.250655554,-1.569750937,-1.279247589,1.271484609,0.213870046,-1.602821137,-1.162919804,-0.047413655,-0.759974014,-0.832413315,-0.986451371,1
54:53.4,1,-0.567670421,0.386104265,0.440564247,0.819801005,1.255273693,0.867865088,1.061473668,0.859256748,-1.204056079,-0.864004923,1.309773633,1
54:53.4,1,-0.262204664,1.169056544,-1.363003186,-0.133648104,1.051560322,-1.546635922,0.857519285,0.028739368,0.091421637,-0.38278412,1.087554516,1
54:53.4,1,0.831597785,1.304446024,0.575811745,0.404441053,-0.624390214,0.430173074,-1.623893006,-0.401820126,0.920350581,-0.239638926,-1.161156765,2
54:53.4,1,0.142625235,1.345186003,-0.310050167,-1.160396668,-0.462793617,-1.461244451,-0.382500214,0.280020718,-0.47218022,-0.638791084,-1.588420181,1
54:53.4,1,-1.218169711,-0.389236202,-0.688890155,-1.562466347,-1.086019008,-0.5467803,1.65354389,1.205100478,-1.698737342,-0.909492315,0.236669853,2
54:53.4,1,0.970471667,0.679134793,1.086284106,1.683471295,1.191922401,0.122449933,1.615985268,-1.622191991,-0.22566894,1.538701963,-0.682562967,0
54:53.4,1,0.980731019,-1.737721991,1.489598606,-0.061667253,0.173231461,-1.078111271,1.35997714,-0.302923155,-0.500973268,0.613842762,0.014670976,0
54:53.4,1,0.90630518,0.814263355,-1.050920856,-1.532458979,-0.111745147,-0.512082801,-0.70553417,1.69208774,-0.586230772,1.555897332,0.357492828,0
54:53.4,1,0.244828272,0.509245387,-0.497014984,0.794950275,-0.570377907,0.769122289,-0.044438154,-1.218378176,1.132180781,-1.283703356,-0.281975939,1
54:53.4,1,0.789302075,1.035982695,0.116007762,-1.255618164,-0.022953029,-0.858450164,0.608262665,-0.917281821,0.38730537,0.095973671,-0.452256792,0
54:53.4,1,0.328248586,-0.970317351,-0.855499607,0.558029803,-0.071550759,-0.702061627,1.153325616,1.318581305,0.45548701,-1.397233844,1.652656263,1
54:53.4,1,0.962749367,1.142252657,0.285612304,-0.148846986,-0.632145843,-0.4247493,-0.151264256,-0.671986688,-1.367062048,-1.464199359,-1.67054398,0
54:53.4,1,1.561573779,-0.15978486,0.033255341,0.791729219,0.308534679,1.501755686,-0.70246854,1.357917413,0.708364255,-0.048525588,-0.036323267,0
54:53.4,1,-0.685730483,-0.345436196,0.025752284,0.731022227,-1.506251159,1.198711096,0.865466367,-1.590878384,-1.63203167,-1.10435835,1.381676083,2
54:53.4,1,-0.049418073,-1.40738058,-0.833170521,1.021666417,0.647317392,0.137445991,0.453089054,-0.52124458,0.674222659,-0.7215151,-0.392101968,1
54:53.4,1,1.331067758,-0.347784234,0.064791518,-1.353713204,1.137380223,1.672992305,0.08213362,0.03476953,0.254690399,0.037860676,-1.475592803,0
54:53.4,2,1.139506723,-1.096769223,-0.148628371,1.301934943,1.025677418,0.872334546,-1.531368051,-1.334420849,1.273685203,1.715394576,-0.042863235,2
54:53.4,2,-0.982811123,1.359440444,1.644832421,-0.391609265,1.61022494,1.077717269,1.524186784,-0.902740165,0.320810876,-0.339684487,1.705999107,2
54:53.4,2,-1.253845435,1.382708071,-0.022825432,1.356257379,-1.473278684,0.182402599,-0.699051875,1.281015911,-0.320368183,-1.3977562,-1.058703692,2
54:53.4,2,-0.363398196,-0.235941993,0.334765243,-0.21454586,1.565795419,0.109439135,-0.617218861,-0.595425387,1.137391733,1.451267963,0.262066711,1
54:53.4,2,0.773022919,1.106630375,0.778288926,-1.26038441,1.685561434,-0.95401114,-1.519585985,-1.186050635,-0.745384521,1.709439466,-0.685081446,2
54:53.4,2,1.092225679,-0.425964405,-1.409030776,0.644775958,1.493353819,-1.023646285,0.835861956,0.759002503,1.548830812,-0.076077723,-0.539459792,0
54:53.4,2,-0.907549112,-0.566144746,-0.432911987,0.50785501,0.962884834,0.700983484,1.499342899,1.390385809,0.07543824,-1.420656736,-1.470362478,2
54:53.4,2,0.127148645,1.7006491,0.566007524,-1.184606507,-1.55449604,-0.135756083,1.037135431,1.025496626,0.066817663,0.698623583,0.798485174,1
54:53.4,2,0.120910149,0.926503988,-1.009391274,-0.493987406,-0.480739346,-1.527176306,-0.345780558,-0.59553281,0.59380651,0.397160878,0.87503144,1
54:53.4,2,0.1974223,0.112377684,-0.413514979,0.790416689,-0.146120819,1.033897972,0.110897404,-0.9501206,0.091019286,1.29828902,0.817576299,1
54:53.4,2,-1.634869843,-1.218415762,1.166367323,-0.875126458,-1.706859512,1.094081621,0.927753419,-1.290471358,-0.689635277,-1.648797561,1.11071464,2
54:53.4,2,-0.437044083,-1.17823266,-1.209420048,-1.208098461,-1.578132012,0.01877609,0.069750593,1.617642416,-0.61207696,0.084146865,-1.175587563,1
54:53.4,2,-0.067430752,-1.497796319,-0.948811929,-1.175691417,-1.255737409,0.939844414,0.773456735,0.406801311,0.159045545,-0.336384802,0.613570731,1
54:53.4,2,1.609867086,-0.833578475,-0.405076964,1.201980731,-1.210291836,-1.409310379,1.282547888,0.915548313,-0.800795304,-0.544040358,-0.532183145,0
54:53.4,2,-1.091977118,0.610531157,0.923761535,0.005049149,-0.56363317,-0.822078356,-0.029570886,-0.506500769,-1.150266166,-1.196708867,-1.39383566,2
54:53.4,2,-0.20237008,-0.396167296,0.407985627,-1.562186615,0.133591183,-0.922554661,-1.600621723,1.358455183,-1.192131007,0.662020784,1.61513575,2
54:53.4,2,0.037429823,0.292541478,-1.636770942,0.642042067,0.742678442,-1.265220464,-0.745830433,-1.331042461,-1.238308221,0.681161878,-0.246700085,1
54:53.4,2,0.718612853,1.560987127,0.028338087,-0.945315022,1.313974619,0.52590325,1.266723576,-0.743528031,0.325416878,-0.585481669,0.519996116,0
54:53.4,2,-1.36002284,0.775531288,0.169104513,1.350922901,0.63519218,-0.156401762,-1.109286794,-0.341002791,-0.371990737,0.073358789,0.906696431,2
54:53.4,2,0.382942042,1.171611445,-0.046366315,-0.902481255,-0.909458478,0.385590173,0.367744344,-1.730768757,1.557546413,1.130870378,1.333494651,1
54:53.4,2,1.16130103,1.623329182,1.365157221,-0.642393054,0.349518305,1.083226804,-0.699134127,0.174346892,-0.094417359,-1.245558229,-1.669426211,0
54:53.4,2,1.638527141,1.45668897,-1.422396837,1.508152397,-0.616563125,-1.369100039,0.290780013,-0.734120991,-1.001001318,0.449725682,-1.439627862,0
54:53.4,2,1.606318697,-0.879828482,0.725510496,-0.231246493,-1.351558575,-1.479656903,0.363862918,-1.100484216,0.153755051,-0.175856615,-0.183856784,0
54:53.4,2,-0.079919043,1.331725271,1.458858416,0.927987665,-0.507771813,-1.422969517,-1.090495143,1.495579371,1.654531491,-0.730303892,1.313307381,1
54:53.4,2,-1.014601411,-0.881567886,-0.604098262,-0.311818471,1.479147177,1.468065977,0.242854686,1.261101687,0.174498177,-0.394306421,-1.54868873,2
54:53.4,2,-0.938186965,0.131319242,1.542218418,-0.977773629,-1.618226157,0.882257081,-0.502981416,0.829941176,-1.221702616,1.319125778,-0.613313186,2
54:53.4,2,0.462890779,0.010851487,-0.625965369,0.200728989,-0.797036853,0.535333085,-0.880549617,0.194313281,-1.399173211,1.397598425,-0.691379079,1
54:53.4,2,1.319789652,1.101500618,-1.142103176,-0.696613329,0.983294338,-0.15554899,0.076496961,1.10344486,-0.175312181,-0.636706286,-1.368793802,0
54:53.4,2,1.269934588,0.227125095,-1.134731203,-0.109305343,1.36496519,-1.199240556,-1.629142026,-0.6392245,1.342613986,-0.283732825,1.596920775,2
54:53.4,2,1.505053472,1.084561824,-1.333266452,-1.17080277,0.316591112,-1.525114301,1.313660544,1.183531445,-0.877512548,0.348072222,1.706622444,0
54:53.4,2,0.238301518,1.273126243,0.906605463,-1.390527812,-0.876143805,0.393407086,-0.49961088,-1.231750086,-1.20128833,-1.350644506,1.049843866,1
54:53.4,2,1.224366602,-0.545630073,0.581109873,-0.779877021,-0.518602888,-0.197033547,-0.238987185,1.719410524,-0.634161195,-0.430168666,1.577246191,0
54:53.4,2,0.944136887,0.902281855,-0.600378398,0.584651101,-0.991427818,-0.596960889,1.279038958,-0.942525558,1.236446685,-0.467395474,0.740634967,0
54:53.4,2,1.133088682,-1.442880961,-0.937061375,1.3962093,1.596730821,0.946637066,-1.504444889,1.603702386,0.800550041,0.070322286,1.598932018,2
54:53.4,2,0.567954981,1.095824253,0.368464748,-0.31236389,1.011481849,1.243532818,-0.796998598,0.548258801,0.118549137,-0.899928125,-0.125688053,0
54:53.4,2,1.55815719,-0.371467374,-0.395640611,0.706740129,0.446560788,-0.277329999,0.413455612,1.18127902,0.599660942,1.117743913,0.242070787,0
54:53.4,2,-1.330257575,1.467909899,-1.318977998,0.01097741,0.965815875,0.7459371,-1.22891024,0.620084465,0.315058761,-1.65908383,0.713057251,2
54:53.4,2,1.055995384,1.125293692,0.47522902,-0.800227499,0.055109308,-0.926961972,-0.855954799,-0.76755775,-0.974509264,-1.291379747,-0.885435938,0
54:53.4,2,-1.530231741,0.449028862,-0.592950139,0.352396685,0.548993935,1.503247184,1.136230473,0.063392067,-0.535190082,1.367976772,1.575713317,2
54:53.4,2,1.417610741,0.844360412,-0.816995198,0.806455969,0.228988464,0.266282637,-0.612322148,-0.479289683,-0.365556267,1.354259335,0.386045219,0
54:53.4,2,-0.882639189,-0.763015542,0.425074799,-0.843558317,-1.597699552,0.487384727,0.004627782,0.192841274,0.333352969,-0.253818891,-1.422262021,2
54:53.4,2,-0.783200579,1.734281535,1.24354105,0.507168162,0.050936632,-1.691557082,1.214749764,-0.200957046,-0.567378614,-1.570558048,0.486576109,2
54:53.4,2,-0.377137977,-0.685616903,-0.28285143,1.641714792,-0.140622783,-1.42472147,-0.23985867,1.507321037,-1.449238112,0.300450138,0.910401562,1
54:53.4,2,-1.059836739,0.555399056,1.393875936,-0.641829495,-1.791138946,-0.750354083,1.574529263,0.900825226,-1.688940986,-0.369048752,1.354686722,2
54:53.4,2,0.505503711,0.342337652,-1.354665706,0.396070726,1.020949839,1.319749824,-1.282803193,0.915305876,-1.075360306,-0.614422245,0.917734413,1
54:53.4,2,1.177745083,-0.296672737,1.500825419,1.490297957,-0.63987439,-1.086458023,-0.473264938,-0.221727731,1.199228469,-1.6435267,1.535668825,0
54:53.4,2,0.36526153,0.842593157,1.667113791,0.8452335,-0.865788694,0.664767963,-1.371922723,-0.599315656,-1.356017847,0.933048212,-0.680833463,2
54:53.4,2,-0.076387248,-0.031637088,1.654182543,-1.137000503,-0.699529796,-0.066355598,0.887137812,1.226385882,0.310902675,-0.959025464,-1.339870849,1
